"soundscape_path","soundscape_file","roi_user","roi_input_timestamp","roi_label","roi_start","roi_end","roi_min_freq","roi_max_freq","roi_type","roi_label_confidence","roi_is_complete","roi_comment","roi_wl","roi_ovlp","roi_sample_rate","roi_pitch_shift"
"data/soundscapes_SM4/Data/W50940S22938_20240116_151000.wav","W50940S22938_20240116_151000.wav","manual_test","2026-05-31 22:56:54","Leptotila verreauxi",0,2.2973285495555,0.2034953377426,0.5747086089125,"canto","certain","complete","",2048,50,48000,1
"data/soundscapes_SM4/Data/W50940S22938_20240116_151000.wav","W50940S22938_20240116_151000.wav","manual_test","2026-05-31 22:56:55","Leptotila verreauxi",8.318965241436,10.817303868918,0.32281388919007,0.62773907622249,"canto","certain","complete","",2048,50,48000,1
"data/soundscapes_SM4/Data/W50940S22938_20240116_151000.wav","W50940S22938_20240116_151000.wav","manual_test","2026-05-31 22:56:56","Leptotila verreauxi",17.255330332046,19.529459082703,0.32281388919007,0.66751192670498,"canto","certain","complete","",2048,50,48000,1
"data/soundscapes_SM4/Data/W50940S22938_20240116_151000.wav","W50940S22938_20240116_151000.wav","manual_test","2026-05-31 22:56:59","Leptotila verreauxi",25.903425581023,27.665074613222,0.2167529545701,0.61448145939499,"canto","certain","complete","",2048,50,48000,1
"data/soundscapes_SM4/Data/W50940S22938_20240116_151000.wav","W50940S22938_20240116_151000.wav","manual_test","2026-05-31 22:57:00","Leptotila verreauxi",27.601014648415,29.202513768596,0.33607150601757,0.66751192670498,"canto","certain","complete","",2048,50,48000,1
"data/soundscapes_SM4/Data/W50940S22938_20240116_151000.wav","W50940S22938_20240116_151000.wav","manual_test","2026-05-31 22:57:01","Leptotila verreauxi",33.654681322699,35.864750108549,0.28304103870758,0.65425430987748,"canto","certain","complete","",2048,50,48000,1
"data/soundscapes_SM4/Data/W50940S22938_20240116_151000.wav","W50940S22938_20240116_151000.wav","manual_test","2026-05-31 22:57:02","Leptotila verreauxi",37.434219246326,38.811508489682,0.36258673967256,0.62773907622249,"canto","certain","complete","",2048,50,48000,1
"data/soundscapes_SM4/Data/W50940S22938_20240116_151000.wav","W50940S22938_20240116_151000.wav","manual_test","2026-05-31 22:57:03","Leptotila verreauxi",42.33480655408,44.096455586279,0.25652580505259,0.68076954353247,"canto","certain","complete","",2048,50,48000,1
"data/soundscapes_SM4/Data/W50940S22938_20240116_151000.wav","W50940S22938_20240116_151000.wav","manual_test","2026-05-31 22:57:04","Leptotila verreauxi",47.587723668274,48.836892982015,0.29629865553508,0.68076954353247,"canto","certain","complete","",2048,50,48000,1
"data/soundscapes_SM4/Data/W50940S22938_20240116_151000.wav","W50940S22938_20240116_151000.wav","manual_test","2026-05-31 22:57:05","Leptotila verreauxi",51.495381521516,53.032820676889,0.28304103870758,0.62773907622249,"canto","certain","complete","",2048,50,48000,1
"data/soundscapes_SM4/Data/W50940S22938_20240116_151000.wav","W50940S22938_20240116_151000.wav","manual_test","2026-05-31 22:57:07","Leptotila verreauxi",58.798217509541,60,0.29629865553508,0.66751192670498,"canto","certain","complete","",2048,50,48000,1
