"soundscape_path","soundscape_file","roi_user","roi_input_timestamp","roi_label","roi_start","roi_end","roi_min_freq","roi_max_freq","roi_type","roi_label_confidence","roi_is_complete","roi_comment","roi_wl","roi_ovlp","roi_sample_rate","roi_pitch_shift"
"data/soundscapes_SM4/Data/W50940S22938_20240116_144000.wav","W50940S22938_20240116_144000.wav","manual_test","2026-05-31 22:55:06","Turdus leucomelas",0,2.3613885143628,1.4762265531823,3.1069134229643,"canto","certain","complete","",2048,50,48000,1
"data/soundscapes_SM4/Data/W50940S22938_20240116_144000.wav","W50940S22938_20240116_144000.wav","manual_test","2026-05-31 22:55:07","Turdus leucomelas",5.7565666491465,10.30482415046,1.3966808522173,3.2394895912393,"canto","certain","complete","",2048,50,48000,1
"data/soundscapes_SM4/Data/W50940S22938_20240116_144000.wav","W50940S22938_20240116_144000.wav","manual_test","2026-05-31 22:55:09","Turdus leucomelas",14.692931739756,18.79276948742,1.5557722541472,3.5576723950992,"canto","certain","complete","",2048,50,48000,1
"data/soundscapes_SM4/Data/W50940S22938_20240116_144000.wav","W50940S22938_20240116_144000.wav","manual_test","2026-05-31 22:55:10","Turdus leucomelas",20.202088713179,24.01365661921,1.4629689363548,2.6561544508294,"canto","certain","complete","",2048,50,48000,1
"data/soundscapes_SM4/Data/W50940S22938_20240116_144000.wav","W50940S22938_20240116_144000.wav","manual_test","2026-05-31 22:55:11","Turdus leucomelas",25.262825932951,28.561914120524,1.3569080017348,2.9875948715169,"canto","certain","complete","",2048,50,48000,1
"data/soundscapes_SM4/Data/W50940S22938_20240116_144000.wav","W50940S22938_20240116_144000.wav","manual_test","2026-05-31 22:55:12","Turdus leucomelas",32.885961745012,36.185049932585,1.3701656185623,3.2262319744118,"canto","certain","complete","",2048,50,48000,1
"data/soundscapes_SM4/Data/W50940S22938_20240116_144000.wav","W50940S22938_20240116_144000.wav","manual_test","2026-05-31 22:55:13","Turdus leucomelas",38.202938824013,42.174656642062,1.3834232353898,3.5444147782717,"canto","certain","complete","",2048,50,48000,1
"data/soundscapes_SM4/Data/W50940S22938_20240116_144000.wav","W50940S22938_20240116_144000.wav","manual_test","2026-05-31 22:55:14","Turdus leucomelas",44.224575515894,48.420503210768,1.4099384690448,3.1466862734468,"canto","certain","complete","",2048,50,48000,1
"data/soundscapes_SM4/Data/W50940S22938_20240116_144000.wav","W50940S22938_20240116_144000.wav","manual_test","2026-05-31 22:55:16","Turdus leucomelas",55.371009392354,59.278667245595,1.3966808522173,3.0538829556543,"canto","certain","complete","",2048,50,48000,1
"data/soundscapes_SM4/Data/W50940S22938_20240116_144000.wav","W50940S22938_20240116_144000.wav","manual_test","2026-05-31 22:55:46","Leptotila verreauxi",3.9308576521401,5.4042368427066,0.30955627236257,0.62773907622249,"canto","certain","complete","",2048,50,48000,1
"data/soundscapes_SM4/Data/W50940S22938_20240116_144000.wav","W50940S22938_20240116_144000.wav","manual_test","2026-05-31 22:55:53","Leptotila verreauxi",13.254816144994,15.012729984658,0.38715710723192,0.60086197549604,"canto","certain","complete","",2048,50,48000,1
"data/soundscapes_SM4/Data/W50940S22938_20240116_144000.wav","W50940S22938_20240116_144000.wav","manual_test","2026-05-31 22:55:54","Leptotila verreauxi",22.140271552749,24.313692299969,0.37291011601431,0.57236799306083,"canto","certain","complete","",2048,50,48000,1
"data/soundscapes_SM4/Data/W50940S22938_20240116_144000.wav","W50940S22938_20240116_144000.wav","manual_test","2026-05-31 22:55:55","Leptotila verreauxi",32.719716660543,34.189971871898,0.36578662040551,0.53675051501681,"canto","certain","complete","",2048,50,48000,1
"data/soundscapes_SM4/Data/W50940S22938_20240116_144000.wav","W50940S22938_20240116_144000.wav","manual_test","2026-05-31 22:55:57","Leptotila verreauxi",45.632392864617,47.486192913717,0.38003361162312,0.63647945354006,"canto","certain","complete","",2048,50,48000,1
"data/soundscapes_SM4/Data/W50940S22938_20240116_144000.wav","W50940S22938_20240116_144000.wav","manual_test","2026-05-31 22:55:58","Leptotila verreauxi",54.901393110116,56.467534530908,0.38715710723192,0.59373847988724,"canto","certain","complete","",2048,50,48000,1
