"soundscape_path","soundscape_file","roi_user","roi_input_timestamp","roi_label","roi_start","roi_end","roi_min_freq","roi_max_freq","roi_type","roi_label_confidence","roi_is_complete","roi_comment","roi_wl","roi_ovlp","roi_sample_rate","roi_pitch_shift"
"/home/grosa/Projects/006_monitoraSom_to_Julialang/data/soundscapes_audiomoth/W04870903S2027082_20231215_074000.WAV","W04870903S2027082_20231215_074000.WAV","manual_test","2026-05-31 23:07:30","Cyclarhis gujanensis",2.2491433318334,4.144699155836,1.5701236040334,3.0739726770031,"","certain","complete","",2048,50,48000,1
"/home/grosa/Projects/006_monitoraSom_to_Julialang/data/soundscapes_audiomoth/W04870903S2027082_20231215_074000.WAV","W04870903S2027082_20231215_074000.WAV","manual_test","2026-05-31 23:07:32","Cyclarhis gujanensis",8.2892195167908,10.120519211166,1.5503361162312,2.975035237992,"","certain","complete","",2048,50,48000,1
"/home/grosa/Projects/006_monitoraSom_to_Julialang/data/soundscapes_audiomoth/W04870903S2027082_20231215_074000.WAV","W04870903S2027082_20231215_074000.WAV","manual_test","2026-05-31 23:07:33","Cyclarhis gujanensis",13.783118599917,15.807186683174,1.7284235064513,2.975035237992,"","certain","complete","",2048,50,48000,1
"/home/grosa/Projects/006_monitoraSom_to_Julialang/data/soundscapes_audiomoth/W04870903S2027082_20231215_074000.WAV","W04870903S2027082_20231215_074000.WAV","manual_test","2026-05-31 23:07:34","Cyclarhis gujanensis",18.987865099721,20.787036729282,1.5899110918356,3.0739726770031,"","certain","complete","",2048,50,48000,1
"/home/grosa/Projects/006_monitoraSom_to_Julialang/data/soundscapes_audiomoth/W04870903S2027082_20231215_074000.WAV","W04870903S2027082_20231215_074000.WAV","manual_test","2026-05-31 23:07:35","Cyclarhis gujanensis",22.939617071794,24.674532571728,1.45139867722,2.9156727745853,"","certain","complete","",2048,50,48000,1
"/home/grosa/Projects/006_monitoraSom_to_Julialang/data/soundscapes_audiomoth/W04870903S2027082_20231215_074000.WAV","W04870903S2027082_20231215_074000.WAV","manual_test","2026-05-31 23:07:36","Cyclarhis gujanensis",25.188581608746,27.052009367935,1.6294860674401,3.0739726770031,"","certain","complete","",2048,50,48000,1
"/home/grosa/Projects/006_monitoraSom_to_Julialang/data/soundscapes_audiomoth/W04870903S2027082_20231215_074000.WAV","W04870903S2027082_20231215_074000.WAV","manual_test","2026-05-31 23:07:38","Cyclarhis gujanensis",31.774834895534,33.381238136215,1.5107611406267,2.9552477501897,"","certain","complete","",2048,50,48000,1
"/home/grosa/Projects/006_monitoraSom_to_Julialang/data/soundscapes_audiomoth/W04870903S2027082_20231215_074000.WAV","W04870903S2027082_20231215_074000.WAV","manual_test","2026-05-31 23:07:41","Cyclarhis gujanensis",36.722556876829,38.457472376764,1.4316111894178,2.975035237992,"","certain","complete","",2048,50,48000,1
"/home/grosa/Projects/006_monitoraSom_to_Julialang/data/soundscapes_audiomoth/W04870903S2027082_20231215_074000.WAV","W04870903S2027082_20231215_074000.WAV","manual_test","2026-05-31 23:07:49","Cyclarhis gujanensis",39.494515916297,40.854989530184,1.6798018540605,2.9748929307167,"","certain","complete","",2048,50,48000,1
"/home/grosa/Projects/006_monitoraSom_to_Julialang/data/soundscapes_audiomoth/W04870903S2027082_20231215_074000.WAV","W04870903S2027082_20231215_074000.WAV","manual_test","2026-05-31 23:07:50","Cyclarhis gujanensis",42.215463144071,43.759077436751,1.4947888431096,3.0401916404641,"","certain","complete","",2048,50,48000,1
"/home/grosa/Projects/006_monitoraSom_to_Julialang/data/soundscapes_audiomoth/W04870903S2027082_20231215_074000.WAV","W04870903S2027082_20231215_074000.WAV","manual_test","2026-05-31 23:07:51","Cyclarhis gujanensis",47.160261471468,48.873934965883,1.4730226065272,2.9966591672991,"","certain","complete","",2048,50,48000,1
