"soundscape_path","soundscape_file","roi_user","roi_input_timestamp","roi_label","roi_start","roi_end","roi_min_freq","roi_max_freq","roi_type","roi_label_confidence","roi_is_complete","roi_comment","roi_wl","roi_ovlp","roi_sample_rate","roi_pitch_shift"
"/home/grosa/Projects/006_monitoraSom_to_Julialang/data/soundscapes_audiomoth/W04870903S2027082_20231215_083000.WAV","W04870903S2027082_20231215_083000.WAV","manual_test","2026-06-02 11:20:43","Myiothlypis flaveola",9.2283026590215,11.028113404327,1.6690610430446,6.2597582131627,"","certain","complete","",2048,50,48000,1
"/home/grosa/Projects/006_monitoraSom_to_Julialang/data/soundscapes_audiomoth/W04870903S2027082_20231215_083000.WAV","W04870903S2027082_20231215_083000.WAV","manual_test","2026-06-02 11:20:46","Myiothlypis flaveola",25.066637217708,26.899171794747,2.5397105063428,6.1410332863493,"","certain","complete","",2048,50,48000,1
"/home/grosa/Projects/006_monitoraSom_to_Julialang/data/soundscapes_audiomoth/W04870903S2027082_20231215_083000.WAV","W04870903S2027082_20231215_083000.WAV","manual_test","2026-06-02 11:20:47","Myiothlypis flaveola",21.041605914571,23.037759650273,2.0054483356825,5.4088962376667,"","certain","complete","",2048,50,48000,1
"/home/grosa/Projects/006_monitoraSom_to_Julialang/data/soundscapes_audiomoth/W04870903S2027082_20231215_083000.WAV","W04870903S2027082_20231215_083000.WAV","manual_test","2026-06-02 11:20:49","Myiothlypis flaveola",11.715313870716,13.875086765083,2.6782229209585,5.9629458961292,"","certain","complete","",2048,50,48000,1
"/home/grosa/Projects/006_monitoraSom_to_Julialang/data/soundscapes_audiomoth/W04870903S2027082_20231215_083000.WAV","W04870903S2027082_20231215_083000.WAV","manual_test","2026-06-02 11:20:50","Myiothlypis flaveola",33.411214309579,35.800054026075,1.5899110918356,6.7346579204164,"","certain","complete","",2048,50,48000,1
"/home/grosa/Projects/006_monitoraSom_to_Julialang/data/soundscapes_audiomoth/W04870903S2027082_20231215_083000.WAV","W04870903S2027082_20231215_083000.WAV","manual_test","2026-06-02 11:20:51","Myiothlypis flaveola",36.454530660731,38.581579723365,2.1439607502982,6.4180581155806,"","certain","complete","",2048,50,48000,1
"/home/grosa/Projects/006_monitoraSom_to_Julialang/data/soundscapes_audiomoth/W04870903S2027082_20231215_083000.WAV","W04870903S2027082_20231215_083000.WAV","manual_test","2026-06-02 11:20:54","Myiothlypis flaveola",40.414114300403,42.279372709174,2.045023311287,6.0223083595359,"","certain","complete","",2048,50,48000,1
"/home/grosa/Projects/006_monitoraSom_to_Julialang/data/soundscapes_audiomoth/W04870903S2027082_20231215_083000.WAV","W04870903S2027082_20231215_083000.WAV","manual_test","2026-06-02 11:20:55","Myiothlypis flaveola",51.867455406892,53.798161479128,1.9658733600781,6.279545700965,"","certain","complete","",2048,50,48000,1
"/home/grosa/Projects/006_monitoraSom_to_Julialang/data/soundscapes_audiomoth/W04870903S2027082_20231215_083000.WAV","W04870903S2027082_20231215_083000.WAV","manual_test","2026-06-02 11:20:56","Myiothlypis flaveola",53.372751666602,55.597972224434,2.0845982868915,5.0527214572265,"","certain","complete","",2048,50,48000,1
"/home/grosa/Projects/006_monitoraSom_to_Julialang/data/soundscapes_audiomoth/W04870903S2027082_20231215_083000.WAV","W04870903S2027082_20231215_083000.WAV","manual_test","2026-06-02 11:20:57","Myiothlypis flaveola",48.36600541148,50.362159147182,1.8273609454624,5.7057085547002,"","certain","complete","",2048,50,48000,1
